Execution_Time,Identification_Time,CPU_Usage,Variable_Manipulation_Time,Network_Requests,Error_&_Exception_Count,Power_Consumption,Task_Success,Wait_Times,Transaction_Type,Assignee
27.58729665,1.55355938,250.9632215,7.476957116,4,0,3.009484296,Business Exception,,Mandatory,Assignee 2
14.39608949,3.959294426,121.1294878,3.472605962,2,2,1.670278893,Business Exception,,Selective,Assignee 2
66.32670821,2.373451109,553.6352495,17.61858658,7,1,7.386871227,Business Exception,,Selective,Assignee 3
74.36897918,3.870272431,739.0787471,19.10588029,9,1,8.055336995,Business Exception,,Selective,Assignee 6
73.87845976,1.253139314,748.859083,17.42538964,9,2,7.635801104,System Exception,,Additional,Assignee 6
39.69637148,1.455280375,325.7132225,9.330942524,9,1,4.131405408,Business Exception,,Mandatory,Assignee 6
69.68639431,3.999263821,665.7683671,18.03308543,6,1,8.150918138,System Exception,,Additional,Assignee 4
90.11756754,1.345272868,885.6493911,19.78792882,2,0,9.360493372,Business Exception,,Selective,Assignee 4
76.52339649,2.283510105,706.8353332,18.55482823,3,0,9.237159037,System Exception,,Additional,Assignee 6
41.65770685,0.109167293,385.7710976,11.9627062,7,1,4.999400224,System Exception,,Mandatory,Assignee 3
28.32488989,3.463104067,280.1039893,8.010709813,6,2,3.51355127,Business Exception,,Mandatory,Assignee 4
82.91456728,0.311159202,660.5517937,17.14429733,2,0,8.544251346,Business Exception,,Selective,Assignee 6
21.14934313,3.276294686,176.8002036,5.430305428,6,2,2.215912397,Business Exception,,Selective,Assignee 5
16.01286598,3.952356135,170.1588971,4.06167212,1,0,1.974547147,Success,,Mandatory,Assignee 5
57.25578132,2.668153433,515.5229628,15.56687651,7,2,6.563269457,System Exception,,Additional,Assignee 5
91.82594181,1.769437872,787.5773473,24.05801246,8,2,9.861576662,Business Exception,,Selective,Assignee 6
21.51484146,0.882024581,232.254546,6.215336931,3,1,2.576985055,Success,,Additional,Assignee 1
69.02330646,4.162758596,735.9278299,19.43434028,6,1,8.362347468,Success,,Mandatory,Assignee 3
68.15096415,3.254924542,702.3683847,15.93099225,5,2,7.086866901,Business Exception,,Selective,Assignee 2
75.30562264,1.168116238,659.8345901,19.64287631,8,0,9.305920818,System Exception,,Selective,Assignee 6
73.40212279,0.965181255,774.4706493,18.91015014,7,0,8.258556074,Success,,Selective,Assignee 5
25.45937187,0.063636526,250.2652498,5.391761161,1,2,2.673128423,Business Exception,,Selective,Assignee 5
7.432882946,1.900186737,77.05194174,2.131728737,1,2,0.870375093,Success,,Selective,Assignee 6
72.13195532,1.004447509,634.1737038,19.73402241,9,1,8.211620238,Business Exception,,Additional,Assignee 3
50.87141187,0.428882332,417.1438119,11.84211645,1,0,5.678007952,Business Exception,,Selective,Assignee 3
63.20490589,2.683661465,587.5848033,14.89411739,8,2,6.817266071,System Exception,,Mandatory,Assignee 4
50.29321338,4.871962921,528.956693,14.32167483,9,0,6.162612652,System Exception,,Mandatory,Assignee 2
87.24546248,1.503288117,773.5005118,22.0204221,9,2,9.715878059,System Exception,,Mandatory,Assignee 2
58.20966339,3.272929089,479.1424371,13.27600277,9,0,5.87440877,Success,,Mandatory,Assignee 4
82.89820774,3.414635714,710.2434394,22.86611084,3,1,9.253001695,Business Exception,,Additional,Assignee 5
62.08281338,4.482233133,618.337076,15.12795572,4,1,6.661670201,Success,,Mandatory,Assignee 1
